Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS28,OUT046,43.025596618652344
FDX24,OUT013,118.28321075439453
FDZ02,OUT035,-1.1899316310882568
FDL46,OUT045,14.649927139282227
FDS60,OUT027,-15.90345573425293
NCO06,OUT017,-15.90345573425293
FDO16,OUT035,1203.5830078125
FDC60,OUT049,20.999990463256836
FDA48,OUT018,-15.90345573425293
FDZ36,OUT027,115.83599853515625
FDK27,OUT045,200.501220703125
FDW23,OUT018,-15.90345573425293
FDM14,OUT018,238.80447387695312
FDM14,OUT013,63.42931365966797
FDW60,OUT018,290.14398193359375
FDE21,OUT013,-196.02865600585938
NCM42,OUT035,-15.90345573425293
FDY59,OUT010,29.129295349121094
DRI49,OUT049,14.649927139282227
FDT28,OUT019,36.839866638183594
FDQ22,OUT018,14.649927139282227
FDR60,OUT049,-15.90345573425293
FDC50,OUT019,14.649927139282227
FDV24,OUT013,-196.02865600585938
DRF48,OUT010,254.34664916992188
FDQ47,OUT046,-1.1899316310882568
DRN36,OUT049,14.649927139282227
NCY06,OUT035,-15.90345573425293
FDE52,OUT035,-1.1899316310882568
NCB54,OUT045,-38.0933837890625
NCF31,OUT035,-15.90345573425293
FDJ08,OUT027,-15.90345573425293
NCC07,OUT017,-15.90345573425293
NCD19,OUT027,68.99586486816406
FDL46,OUT049,228.27420043945312
FDM20,OUT045,-15.90345573425293
NCI06,OUT010,29.129295349121094
DRM11,OUT035,-56.86372375488281
NCH07,OUT018,-15.90345573425293
FDS23,OUT013,-162.2730712890625
FDO49,OUT018,-1.1899316310882568
FDS35,OUT049,-38.0933837890625
DRK39,OUT045,-38.0933837890625
DRI39,OUT049,-38.0933837890625
FDV04,OUT017,43.025596618652344
NCN14,OUT035,36.839866638183594
FDH08,OUT013,638.1717529296875
FDS20,OUT046,-15.90345573425293
FDV40,OUT049,175.51486206054688
FDZ48,OUT010,29.129295349121094
FDS24,OUT027,20.999990463256836
FDK44,OUT049,-15.90345573425293
FDS48,OUT045,200.501220703125
FDK26,OUT010,65.86846923828125
FDD23,OUT045,43.025596618652344
NCH54,OUT017,-15.90345573425293
NCP14,OUT010,29.129295349121094
FDM60,OUT010,66.03279113769531
FDV24,OUT017,-15.90345573425293
FDH08,OUT018,343.28656005859375
FDS12,OUT027,-15.90345573425293
FDR39,OUT027,-15.90345573425293
FDP12,OUT027,20.999990463256836
DRF60,OUT027,14.649927139282227
FDC09,OUT035,20.999990463256836
FDF50,OUT018,14.649927139282227
FDG28,OUT035,43.025596618652344
NCE19,OUT017,-15.90345573425293
NCM53,OUT010,6.939356327056885
NCN18,OUT049,200.501220703125
FDF32,OUT035,-15.90345573425293
FDF11,OUT013,280.4747619628906
DRI59,OUT049,-56.86372375488281
NCG54,OUT035,-15.90345573425293
FDM44,OUT046,-15.90345573425293
FDT57,OUT018,187.5396270751953
FDV24,OUT046,-15.90345573425293
FDI50,OUT019,20.835657119750977
FDS09,OUT035,20.835657119750977
NCC31,OUT027,176.23077392578125
FDQ07,OUT019,20.999990463256836
FDC22,OUT017,20.835657119750977
FDZ56,OUT046,-15.90345573425293
FDZ40,OUT019,36.839866638183594
FDS46,OUT027,20.835657119750977
DRD24,OUT045,14.649927139282227
FDV45,OUT017,14.649927139282227
FDL26,OUT045,14.649927139282227
FDA56,OUT018,200.501220703125
FDN27,OUT046,-15.90345573425293
FDM20,OUT049,-15.90345573425293
FDO16,OUT017,121.3893051147461
FDL03,OUT035,20.999990463256836
FDE58,OUT046,14.649927139282227
FDI02,OUT027,20.835657119750977
NCC55,OUT019,-15.90345573425293
FDR03,OUT018,115.83599853515625
FDB14,OUT017,20.835657119750977
FDR45,OUT013,166.8553924560547
NCN07,OUT017,36.839866638183594
FDM51,OUT019,20.999990463256836
FDT52,OUT027,43.025596618652344
FDL26,OUT046,14.649927139282227
NCZ42,OUT046,200.501220703125
DRI47,OUT019,-56.86372375488281
FDW40,OUT013,139.28555297851562
FDN34,OUT046,112.89124298095703
FDS01,OUT035,118.60064697265625
NCG55,OUT045,-15.90345573425293
FDC11,OUT035,36.839866638183594
FDX35,OUT018,-1.1899316310882568
NCB06,OUT046,-38.0933837890625
FDR09,OUT019,14.649927139282227
FDC53,OUT017,295.2890319824219
FDY45,OUT013,154.30564880371094
FDA22,OUT010,81.87271118164062
FDE02,OUT035,14.649927139282227
FDW21,OUT045,112.89124298095703
FDV34,OUT046,112.89124298095703
FDS59,OUT049,-1.1899316310882568
NCW17,OUT017,-74.8258056640625
NCK54,OUT046,-15.90345573425293
FDG17,OUT019,43.025596618652344
FDG35,OUT017,179.9061279296875
FDD08,OUT010,29.129295349121094
NCO07,OUT017,295.2890319824219
FDJ10,OUT010,65.86846923828125
FDW36,OUT017,-15.90345573425293
FDW21,OUT010,126.50704193115234
FDY19,OUT017,-15.90345573425293
DRE03,OUT013,-162.2730712890625
NCC55,OUT049,-15.90345573425293
FDH52,OUT010,88.05841064453125
FDO09,OUT017,20.835657119750977
FDU43,OUT045,20.999990463256836
FDX09,OUT010,59.6827392578125
FDH40,OUT019,43.025596618652344
FDW58,OUT017,293.1511535644531
FDC47,OUT017,14.649927139282227
NCR41,OUT035,106.94305419921875
DRG49,OUT035,14.649927139282227
FDC52,OUT027,113.69811248779297
FDY13,OUT046,14.649927139282227
FDY35,OUT013,539.6240844726562
FDI35,OUT017,36.839866638183594
NCU18,OUT049,-15.90345573425293
FDY33,OUT018,20.835657119750977
FDC15,OUT027,-38.0933837890625
FDU01,OUT049,112.89124298095703
NCU42,OUT046,-38.38419723510742
NCV29,OUT018,-38.0933837890625
NCY30,OUT017,-15.90345573425293
FDQ46,OUT049,14.649927139282227
FDG58,OUT027,20.835657119750977
FDK33,OUT017,293.1511535644531
NCD07,OUT045,-15.90345573425293
NCX29,OUT027,-38.0933837890625
NCT42,OUT013,-196.02865600585938
DRN59,OUT035,-56.86372375488281
FDI44,OUT035,-15.90345573425293
FDA45,OUT049,14.649927139282227
FDP31,OUT045,20.999990463256836
FDY01,OUT046,20.835657119750977
FDT09,OUT018,112.89124298095703
DRH03,OUT027,198.36331176757812
FDA36,OUT018,200.501220703125
NCF31,OUT017,-15.90345573425293
FDG14,OUT049,20.835657119750977
FDG28,OUT027,43.025596618652344
FDU14,OUT049,-38.0933837890625
FDY47,OUT019,-1.1899316310882568
FDI56,OUT049,-15.90345573425293
DRD01,OUT013,173.04110717773438
FDM22,OUT046,112.89124298095703
FDH33,OUT013,166.8553924560547
DRZ24,OUT013,166.8553924560547
NCQ38,OUT046,274.95513916015625
FDO16,OUT027,-369.6567077636719
FDU07,OUT027,-15.90345573425293
NCB07,OUT013,-196.02865600585938
FDU48,OUT045,-15.90345573425293
NCM43,OUT045,-11.085943222045898
FDR31,OUT010,66.03279113769531
DRK49,OUT018,14.649927139282227
NCI30,OUT010,29.129295349121094
DRD60,OUT017,14.649927139282227
NCG19,OUT046,-15.90345573425293
FDH12,OUT035,-15.90345573425293
FDM32,OUT035,7.527013301849365
FDM27,OUT035,20.999990463256836
NCU53,OUT027,198.36331176757812
NCQ18,OUT046,-15.90345573425293
FDS10,OUT013,166.8553924560547
FDB33,OUT027,165.66006469726562
FDI12,OUT013,-159.12518310546875
NCW42,OUT013,-196.02865600585938
NCC06,OUT018,-15.90345573425293
FDW02,OUT017,-1.1899316310882568
NCD43,OUT017,192.34982299804688
FDM57,OUT018,20.835657119750977
FDA58,OUT017,14.649927139282227
FDK56,OUT046,-15.90345573425293
FDP52,OUT045,115.02912902832031
FDW20,OUT018,-15.90345573425293
FDS52,OUT049,230.412109375
NCT29,OUT018,-38.0933837890625
NCL54,OUT013,-196.02865600585938
FDC05,OUT045,43.025596618652344
FDF34,OUT035,197.95184326171875
FDP03,OUT027,20.999990463256836
FDD32,OUT010,66.03279113769531
FDZ10,OUT045,228.27420043945312
FDZ40,OUT035,36.839866638183594
FDD51,OUT018,-38.0933837890625
NCY30,OUT019,-15.90345573425293
FDP58,OUT017,14.649927139282227
FDV49,OUT017,14.649927139282227
FDY24,OUT019,20.999990463256836
NCO55,OUT017,36.839866638183594
FDR13,OUT017,20.835657119750977
FDS51,OUT017,-15.90345573425293
FDP26,OUT045,-38.0933837890625
NCB54,OUT027,-38.0933837890625
FDF32,OUT017,-15.90345573425293
FDN31,OUT018,-15.90345573425293
DRM48,OUT017,14.649927139282227
FDN20,OUT049,-15.90345573425293
DRL01,OUT046,112.89124298095703
FDV56,OUT049,199.51258850097656
DRH13,OUT027,14.649927139282227
FDA03,OUT017,-1.1899316310882568
FDF47,OUT027,36.839866638183594
FDX32,OUT046,20.999990463256836
FDX57,OUT049,20.835657119750977
NCA30,OUT045,-15.90345573425293
FDO49,OUT013,-125.3696060180664
FDL04,OUT019,36.839866638183594
DRM48,OUT035,14.649927139282227
FDR16,OUT013,139.28555297851562
NCC19,OUT018,-15.90345573425293
NCE42,OUT045,200.501220703125
FDY24,OUT017,20.999990463256836
FDH19,OUT049,-15.90345573425293
FDJ46,OUT013,166.8553924560547
FDN45,OUT010,59.6827392578125
FDY08,OUT035,20.999990463256836
FDZ37,OUT035,187.52484130859375
NCT30,OUT045,-15.90345573425293
DRY23,OUT018,20.835657119750977
NCZ30,OUT018,-15.90345573425293
FDC44,OUT018,-15.90345573425293
FDB45,OUT035,-22.10236930847168
FDY04,OUT013,139.28555297851562
FDM27,OUT046,115.83599853515625
FDZ43,OUT017,20.999990463256836
FDT39,OUT019,190.92715454101562
NCC06,OUT019,-15.90345573425293
FDL15,OUT027,-15.90345573425293
FDL57,OUT017,20.835657119750977
FDU08,OUT046,-15.90345573425293
FDK40,OUT017,36.839866638183594
FDQ12,OUT010,29.129295349121094
FDS48,OUT017,-15.90345573425293
FDP09,OUT045,14.649927139282227
FDW21,OUT049,112.89124298095703
FDY25,OUT035,14.649927139282227
DRE13,OUT017,14.649927139282227
FDV43,OUT019,-15.90345573425293
FDD22,OUT045,14.649927139282227
FDM46,OUT019,14.649927139282227
NCO30,OUT010,29.129295349121094
FDM25,OUT046,-1.1899316310882568
NCN41,OUT049,-38.0933837890625
FDU24,OUT045,20.999990463256836
FDZ50,OUT046,-1.1899316310882568
FDP45,OUT013,173.04110717773438
NCM54,OUT045,-15.90345573425293
FDW10,OUT019,14.649927139282227
FDP20,OUT017,-15.90345573425293
FDK32,OUT046,20.999990463256836
FDN52,OUT049,43.025596618652344
FDM58,OUT045,112.89124298095703
FDZ46,OUT027,14.649927139282227
NCA18,OUT018,-15.90345573425293
FDD35,OUT046,36.839866638183594
NCK31,OUT035,36.839866638183594
FDI40,OUT027,43.025596618652344
FDT50,OUT019,-1.1899316310882568
NCT06,OUT046,-15.90345573425293
FDT31,OUT035,200.501220703125
FDT45,OUT049,14.649927139282227
FDT13,OUT045,163.66322326660156
FDO50,OUT045,14.649927139282227
NCU18,OUT010,29.129295349121094
NCR54,OUT049,-15.90345573425293
NCO18,OUT018,-15.90345573425293
FDU09,OUT045,20.835657119750977
FDT13,OUT018,35.21445083618164
FDE09,OUT046,-15.90345573425293
NCK53,OUT019,-38.0933837890625
FDG45,OUT049,200.501220703125
DRH15,OUT035,-38.0933837890625
FDO21,OUT019,300.9902648925781
FDD14,OUT027,14.649927139282227
FDC09,OUT046,20.999990463256836
FDH45,OUT027,20.999990463256836
FDV32,OUT046,-15.90345573425293
FDG12,OUT035,115.83599853515625
FDS32,OUT013,-159.12518310546875
NCL55,OUT018,36.839866638183594
DRE01,OUT035,14.649927139282227
DRE15,OUT049,91.3023681640625
NCL42,OUT045,-15.90345573425293
FDP31,OUT013,-159.12518310546875
FDN33,OUT018,20.835657119750977
FDZ59,OUT046,20.999990463256836
FDE45,OUT010,29.129295349121094
FDJ07,OUT013,48.94999694824219
FDQ45,OUT018,112.89124298095703
FDM33,OUT027,14.649927139282227
FDO15,OUT010,85.3208999633789
FDM46,OUT013,166.8553924560547
FDR03,OUT045,115.83599853515625
FDY49,OUT018,112.89124298095703
FDQ60,OUT045,20.999990463256836
FDW10,OUT049,228.27420043945312
FDO51,OUT049,20.999990463256836
FDJ40,OUT018,43.025596618652344
FDS20,OUT018,-15.90345573425293
FDU45,OUT013,173.04110717773438
FDV02,OUT035,-38.0933837890625
FDN09,OUT046,14.649927139282227
NCM55,OUT027,36.839866638183594
FDN23,OUT018,-1.1899316310882568
FDY31,OUT010,29.129295349121094
FDW03,OUT010,66.03279113769531
FDD14,OUT046,14.649927139282227
FDV23,OUT017,-38.0933837890625
DRI03,OUT045,-38.0933837890625
FDN13,OUT035,-38.0933837890625
FDF45,OUT027,115.83599853515625
FDU46,OUT035,112.89124298095703
FDB57,OUT049,94.85475158691406
FDV12,OUT049,115.83599853515625
FDQ58,OUT013,319.16986083984375
NCA18,OUT017,-15.90345573425293
FDH52,OUT049,115.02912902832031
FDM24,OUT018,20.999990463256836
NCP43,OUT027,36.839866638183594
NCO18,OUT019,-15.90345573425293
FDM32,OUT017,7.527013301849365
NCL07,OUT017,36.839866638183594
FDK03,OUT013,-125.3696060180664
FDP59,OUT017,-1.1899316310882568
FDQ24,OUT049,200.501220703125
FDQ16,OUT018,36.839866638183594
FDU44,OUT013,-159.12518310546875
FDH28,OUT010,88.05841064453125
FDV28,OUT019,43.025596618652344
FDM22,OUT045,20.835657119750977
FDR56,OUT046,20.999990463256836
FDV39,OUT049,200.501220703125
FDU37,OUT019,20.835657119750977
FDQ11,OUT010,127.31388854980469
FDX02,OUT045,-38.0933837890625
NCS42,OUT018,-15.90345573425293
FDY57,OUT027,20.835657119750977
FDB21,OUT049,-15.90345573425293
FDE28,OUT017,43.025596618652344
FDQ55,OUT017,90.84739685058594
FDA48,OUT049,-15.90345573425293
FDZ19,OUT045,-15.90345573425293
NCC43,OUT045,-15.90345573425293
NCV18,OUT046,-15.90345573425293
NCA42,OUT018,-15.90345573425293
FDY45,OUT046,14.649927139282227
NCC30,OUT045,-15.90345573425293
FDM57,OUT013,173.04110717773438
FDL09,OUT010,65.86846923828125
FDB09,OUT027,-15.90345573425293
FDT44,OUT035,-15.90345573425293
NCT06,OUT027,-15.90345573425293
FDX26,OUT049,-38.0933837890625
FDK32,OUT013,-159.12518310546875
DRA12,OUT046,14.649927139282227
FDO46,OUT010,65.86846923828125
FDE52,OUT013,-125.3696060180664
NCH42,OUT045,-15.90345573425293
FDV08,OUT035,-15.90345573425293
FDB47,OUT018,14.649927139282227
FDC28,OUT010,81.87271118164062
FDD22,OUT046,14.649927139282227
FDS07,OUT027,-15.90345573425293
DRI13,OUT045,29.436321258544922
FDG32,OUT018,-15.90345573425293
FDU14,OUT017,-38.0933837890625
FDD28,OUT019,36.839866638183594
NCP41,OUT017,235.79403686523438
FDS08,OUT049,-15.90345573425293
FDX47,OUT045,-1.1899316310882568
FDC53,OUT019,250.93780517578125
FDQ19,OUT035,128.60389709472656
FDL14,OUT045,20.835657119750977
FDM33,OUT019,14.649927139282227
FDA51,OUT045,-1.1899316310882568
FDZ27,OUT018,151.88580322265625
FDT04,OUT046,36.839866638183594
DRC13,OUT049,20.835657119750977
FDR16,OUT027,43.025596618652344
FDQ03,OUT027,20.999990463256836
FDE38,OUT035,14.649927139282227
DRH23,OUT027,-56.86372375488281
FDT11,OUT019,-1.1899316310882568
FDD09,OUT035,-15.90345573425293
FDR40,OUT045,115.02912902832031
FDX07,OUT017,20.999990463256836
FDR07,OUT035,-15.90345573425293
FDA51,OUT017,-1.1899316310882568
FDT59,OUT019,-38.0933837890625
FDF20,OUT017,-15.90345573425293
FDR13,OUT045,20.835657119750977
FDY26,OUT049,-1.1899316310882568
FDW04,OUT017,43.025596618652344
FDK52,OUT017,36.839866638183594
FDN60,OUT049,-15.90345573425293
FDM09,OUT019,20.835657119750977
FDP46,OUT049,14.649927139282227
FDB50,OUT019,14.649927139282227
NCQ29,OUT049,-38.0933837890625
FDP16,OUT027,36.839866638183594
FDX33,OUT018,20.835657119750977
FDP07,OUT010,226.57366943359375
FDN22,OUT046,20.835657119750977
FDF39,OUT049,113.69811248779297
FDS21,OUT017,-0.8485939502716064
NCM42,OUT013,-196.02865600585938
FDK50,OUT019,14.649927139282227
DRF13,OUT027,14.649927139282227
FDH35,OUT018,36.839866638183594
FDP60,OUT018,-15.90345573425293
DRJ49,OUT027,575.4887084960938
NCT42,OUT019,-15.90345573425293
FDE38,OUT049,14.649927139282227
FDI04,OUT049,43.025596618652344
NCH54,OUT045,-15.90345573425293
FDT56,OUT049,20.999990463256836
DRD15,OUT018,-38.0933837890625
FDV58,OUT013,154.30564880371094
FDP21,OUT049,20.835657119750977
FDH05,OUT013,139.28555297851562
FDR10,OUT027,228.27420043945312
NCP06,OUT045,-15.90345573425293
FDF33,OUT049,-15.90345573425293
DRK37,OUT013,154.30564880371094
DRH49,OUT045,228.27420043945312
FDT58,OUT013,166.8553924560547
FDD41,OUT018,43.025596618652344
FDP40,OUT018,43.025596618652344
FDM51,OUT027,20.999990463256836
FDO45,OUT010,65.86846923828125
FDW33,OUT010,59.6827392578125
FDY24,OUT045,115.83599853515625
FDB10,OUT010,59.6827392578125
FDM40,OUT035,36.839866638183594
NCI06,OUT017,-15.90345573425293
FDW12,OUT019,20.999990463256836
FDX48,OUT027,20.999990463256836
NCW05,OUT027,-38.0933837890625
FDX27,OUT017,-1.1899316310882568
DRM37,OUT045,14.649927139282227
FDA38,OUT045,-38.0933837890625
FDR36,OUT046,20.999990463256836
FDZ45,OUT046,14.649927139282227
FDG05,OUT017,43.025596618652344
FDK28,OUT013,133.09982299804688
FDV47,OUT045,-38.0933837890625
FDN21,OUT045,14.649927139282227
FDP20,OUT027,-15.90345573425293
FDI35,OUT045,36.839866638183594
DRY23,OUT013,173.04110717773438
FDA56,OUT017,265.37823486328125
FDB09,OUT013,-196.02865600585938
NCO26,OUT027,-15.90345573425293
FDQ49,OUT018,-1.1899316310882568
FDI52,OUT027,36.839866638183594
FDZ44,OUT027,-15.90345573425293
FDZ09,OUT018,14.649927139282227
FDY03,OUT049,20.999990463256836
NCG42,OUT017,-15.90345573425293
DRI13,OUT027,-22.716569900512695
FDQ32,OUT013,-159.12518310546875
FDW16,OUT035,43.025596618652344
FDU27,OUT046,20.999990463256836
FDR28,OUT010,88.05841064453125
FDQ49,OUT010,43.842864990234375
FDS37,OUT046,14.649927139282227
FDW26,OUT018,-1.1899316310882568
FDX12,OUT018,20.999990463256836
NCP06,OUT013,-196.02865600585938
FDW45,OUT010,59.6827392578125
NCN30,OUT049,402.5939636230469
FDN24,OUT049,-15.90345573425293
NCL41,OUT027,-38.0933837890625
FDR02,OUT019,-38.0933837890625
FDD09,OUT010,29.129295349121094
FDS33,OUT010,126.50704193115234
FDU22,OUT045,14.649927139282227
FDI53,OUT013,139.28555297851562
DRH01,OUT049,14.649927139282227
FDX32,OUT013,-159.12518310546875
NCP30,OUT018,-15.90345573425293
FDB60,OUT045,-15.90345573425293
FDB14,OUT049,20.835657119750977
NCP02,OUT035,-15.90345573425293
FDJ10,OUT017,20.835657119750977
FDG34,OUT046,112.89124298095703
NCB18,OUT017,-15.90345573425293
FDM16,OUT049,43.025596618652344
FDW25,OUT018,14.649927139282227
FDB35,OUT010,88.05841064453125
DRN11,OUT013,95.34175872802734
FDF41,OUT019,36.839866638183594
FDH16,OUT045,36.839866638183594
NCQ50,OUT018,-15.90345573425293
DRH23,OUT018,-56.86372375488281
DRJ37,OUT013,166.8553924560547
DRJ24,OUT027,14.649927139282227
FDY16,OUT035,43.025596618652344
FDQ27,OUT045,20.999990463256836
FDZ33,OUT045,14.649927139282227
FDF29,OUT045,258.7597961425781
FDA08,OUT049,20.999990463256836
FDG31,OUT046,200.501220703125
FDE34,OUT019,228.27420043945312
NCR30,OUT027,-15.90345573425293
FDV33,OUT035,20.835657119750977
DRZ24,OUT018,228.27420043945312
NCL54,OUT035,-15.90345573425293
FDR12,OUT049,20.999990463256836
NCC54,OUT046,-38.0933837890625
DRN59,OUT013,66.40451049804688
FDX50,OUT019,-38.0933837890625
FDV31,OUT027,-15.90345573425293
NCA29,OUT027,-15.90345573425293
FDW60,OUT049,439.4974365234375
FDX08,OUT017,-15.90345573425293
DRD49,OUT013,166.8553924560547
FDD33,OUT046,-15.90345573425293
FDW35,OUT013,39.83484649658203
FDJ36,OUT017,20.999990463256836
FDV51,OUT035,-15.90345573425293
FDW36,OUT046,-15.90345573425293
FDH35,OUT046,36.839866638183594
NCS30,OUT027,-15.90345573425293
FDN49,OUT017,-1.1899316310882568
FDL08,OUT018,-15.90345573425293
FDI09,OUT013,-159.12518310546875
FDP19,OUT018,-15.90345573425293
FDU21,OUT010,65.86846923828125
NCP41,OUT045,235.79403686523438
FDY10,OUT013,166.8553924560547
FDP12,OUT018,20.999990463256836
NCN26,OUT049,-15.90345573425293
FDK44,OUT013,-196.02865600585938
FDC28,OUT049,36.839866638183594
FDJ41,OUT027,36.839866638183594
NCT29,OUT035,-38.0933837890625
NCH42,OUT019,-15.90345573425293
FDU60,OUT018,20.999990463256836
FDS02,OUT045,-1.1899316310882568
FDC51,OUT046,113.69811248779297
FDU03,OUT013,-159.12518310546875
FDX39,OUT045,20.999990463256836
NCY05,OUT010,6.939356327056885
NCL06,OUT027,-15.90345573425293
FDD32,OUT035,115.83599853515625
NCN41,OUT045,-38.0933837890625
NCX53,OUT049,159.4459991455078
FDU57,OUT019,20.835657119750977
FDQ23,OUT046,-38.0933837890625
FDQ52,OUT045,36.839866638183594
FDC14,OUT045,20.835657119750977
FDY09,OUT035,14.649927139282227
FDQ28,OUT045,43.025596618652344
FDV25,OUT046,14.649927139282227
FDJ07,OUT035,73.51848602294922
DRB25,OUT049,14.649927139282227
FDK52,OUT019,36.839866638183594
FDY52,OUT027,230.412109375
FDB28,OUT046,-38.0933837890625
FDT36,OUT035,-15.90345573425293
FDV25,OUT017,14.649927139282227
NCN07,OUT027,36.839866638183594
FDC57,OUT017,20.999990463256836
FDQ03,OUT018,20.999990463256836
FDU23,OUT017,-38.0933837890625
NCX41,OUT035,91.3023681640625
NCD06,OUT035,-15.90345573425293
FDW08,OUT045,-15.90345573425293
NCU29,OUT017,-38.0933837890625
NCE06,OUT013,-196.02865600585938
FDV52,OUT010,88.05841064453125
FDB02,OUT017,20.835657119750977
NCR18,OUT045,-15.054925918579102
FDK16,OUT049,230.412109375
NCQ29,OUT010,6.939356327056885
FDZ01,OUT019,211.3047637939453
FDW27,OUT035,20.999990463256836
FDD17,OUT018,36.839866638183594
FDW39,OUT013,-159.12518310546875
DRH59,OUT045,-56.86372375488281
FDS52,OUT013,156.44354248046875
FDU40,OUT027,36.839866638183594
NCF54,OUT013,-196.02865600585938
FDH46,OUT045,20.835657119750977
NCP14,OUT049,-15.90345573425293
FDH50,OUT049,112.89124298095703
DRF15,OUT010,6.939356327056885
FDV27,OUT027,20.999990463256836
NCJ06,OUT049,-15.90345573425293
FDN02,OUT018,14.649927139282227
FDQ51,OUT049,186.28924560546875
FDQ07,OUT017,20.999990463256836
FDS45,OUT049,20.835657119750977
NCJ06,OUT045,-15.90345573425293
FDD36,OUT035,-22.10236930847168
FDY25,OUT045,14.649927139282227
FDU52,OUT046,36.839866638183594
DRK47,OUT017,-56.86372375488281
NCL30,OUT017,-15.90345573425293
FDN22,OUT035,20.835657119750977
NCF30,OUT027,-15.90345573425293
FDK03,OUT035,-1.1899316310882568
FDT45,OUT017,14.649927139282227
NCC54,OUT027,-38.0933837890625
FDP08,OUT018,20.999990463256836
FDU44,OUT046,20.999990463256836
